date,AhAkku,AhLad,AhEla,AhStep,Energie,WhStep,Spannung,Strom,Temp7
04-01-2013 18:02,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:02,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:02,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:02,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:02,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:03,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:03,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:03,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:03,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:03,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:03,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:04,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:04,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:04,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:04,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 18:04,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 18:04,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:05,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:05,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 18:05,0,0,0,0,0,0,3.629031402,0,25.375
04-01-2013 18:05,0,0,0,0,0,0,3.629757281,0,25.375
04-01-2013 18:05,0,0,0,0,0,0,3.629394341,0,25.375
04-01-2013 18:05,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:06,0,0,0,0,0,0,3.628668462,0,25.375
04-01-2013 18:06,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:06,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:06,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:06,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:06,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:07,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:07,0,0,0,0,0,0,3.629757281,0,25.4375
04-01-2013 18:07,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:07,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:07,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:07,0,0,0,0,0,0,3.628668462,0,25.4375
04-01-2013 18:08,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:08,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:08,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:08,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:08,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:08,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:09,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:09,0,0,0,0,0,0,3.629394341,0,25.4375
04-01-2013 18:09,0,0,0,0,0,0,3.628668462,0,25.4375
04-01-2013 18:09,0,0,0,0,0,0,3.629031402,0,25.4375
04-01-2013 18:09,0,0,0,0,0,0,3.629031402,0,25.4375
